date_id,full_date,year,quarter,month,month_name,month_short,day,day_of_week,day_name,is_weekend,fiscal_quarter,record_loaded_at
2024-02-15,2024-02-15,2024,1,2,February ,Feb,15,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-16,2024-02-16,2024,1,2,February ,Feb,16,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-17,2024-02-17,2024,1,2,February ,Feb,17,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-02-18,2024-02-18,2024,1,2,February ,Feb,18,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-02-19,2024-02-19,2024,1,2,February ,Feb,19,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-20,2024-02-20,2024,1,2,February ,Feb,20,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-21,2024-02-21,2024,1,2,February ,Feb,21,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-22,2024-02-22,2024,1,2,February ,Feb,22,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-23,2024-02-23,2024,1,2,February ,Feb,23,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-24,2024-02-24,2024,1,2,February ,Feb,24,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-02-25,2024-02-25,2024,1,2,February ,Feb,25,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-02-26,2024-02-26,2024,1,2,February ,Feb,26,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-27,2024-02-27,2024,1,2,February ,Feb,27,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-28,2024-02-28,2024,1,2,February ,Feb,28,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-02-29,2024-02-29,2024,1,2,February ,Feb,29,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-01,2024-03-01,2024,1,3,March    ,Mar,1,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-02,2024-03-02,2024,1,3,March    ,Mar,2,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-03,2024-03-03,2024,1,3,March    ,Mar,3,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-04,2024-03-04,2024,1,3,March    ,Mar,4,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-05,2024-03-05,2024,1,3,March    ,Mar,5,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-06,2024-03-06,2024,1,3,March    ,Mar,6,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-07,2024-03-07,2024,1,3,March    ,Mar,7,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-08,2024-03-08,2024,1,3,March    ,Mar,8,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-09,2024-03-09,2024,1,3,March    ,Mar,9,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-10,2024-03-10,2024,1,3,March    ,Mar,10,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-11,2024-03-11,2024,1,3,March    ,Mar,11,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-12,2024-03-12,2024,1,3,March    ,Mar,12,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-13,2024-03-13,2024,1,3,March    ,Mar,13,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-14,2024-03-14,2024,1,3,March    ,Mar,14,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-15,2024-03-15,2024,1,3,March    ,Mar,15,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-16,2024-03-16,2024,1,3,March    ,Mar,16,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-17,2024-03-17,2024,1,3,March    ,Mar,17,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-18,2024-03-18,2024,1,3,March    ,Mar,18,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-19,2024-03-19,2024,1,3,March    ,Mar,19,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-20,2024-03-20,2024,1,3,March    ,Mar,20,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-21,2024-03-21,2024,1,3,March    ,Mar,21,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-22,2024-03-22,2024,1,3,March    ,Mar,22,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-23,2024-03-23,2024,1,3,March    ,Mar,23,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-24,2024-03-24,2024,1,3,March    ,Mar,24,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-25,2024-03-25,2024,1,3,March    ,Mar,25,1,Monday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-26,2024-03-26,2024,1,3,March    ,Mar,26,2,Tuesday  ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-27,2024-03-27,2024,1,3,March    ,Mar,27,3,Wednesday,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-28,2024-03-28,2024,1,3,March    ,Mar,28,4,Thursday ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-29,2024-03-29,2024,1,3,March    ,Mar,29,5,Friday   ,false,Q1,2025-12-21 17:55:00.587726+01
2024-03-30,2024-03-30,2024,1,3,March    ,Mar,30,6,Saturday ,true,Q1,2025-12-21 17:55:00.587726+01
2024-03-31,2024-03-31,2024,1,3,March    ,Mar,31,0,Sunday   ,true,Q1,2025-12-21 17:55:00.587726+01
2024-04-01,2024-04-01,2024,2,4,April    ,Apr,1,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-02,2024-04-02,2024,2,4,April    ,Apr,2,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-03,2024-04-03,2024,2,4,April    ,Apr,3,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-04,2024-04-04,2024,2,4,April    ,Apr,4,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-05,2024-04-05,2024,2,4,April    ,Apr,5,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-06,2024-04-06,2024,2,4,April    ,Apr,6,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-07,2024-04-07,2024,2,4,April    ,Apr,7,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-08,2024-04-08,2024,2,4,April    ,Apr,8,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-09,2024-04-09,2024,2,4,April    ,Apr,9,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-10,2024-04-10,2024,2,4,April    ,Apr,10,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-11,2024-04-11,2024,2,4,April    ,Apr,11,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-12,2024-04-12,2024,2,4,April    ,Apr,12,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-13,2024-04-13,2024,2,4,April    ,Apr,13,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-14,2024-04-14,2024,2,4,April    ,Apr,14,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-15,2024-04-15,2024,2,4,April    ,Apr,15,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-16,2024-04-16,2024,2,4,April    ,Apr,16,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-17,2024-04-17,2024,2,4,April    ,Apr,17,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-18,2024-04-18,2024,2,4,April    ,Apr,18,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-19,2024-04-19,2024,2,4,April    ,Apr,19,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-20,2024-04-20,2024,2,4,April    ,Apr,20,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-21,2024-04-21,2024,2,4,April    ,Apr,21,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-22,2024-04-22,2024,2,4,April    ,Apr,22,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-23,2024-04-23,2024,2,4,April    ,Apr,23,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-24,2024-04-24,2024,2,4,April    ,Apr,24,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-25,2024-04-25,2024,2,4,April    ,Apr,25,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-26,2024-04-26,2024,2,4,April    ,Apr,26,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-27,2024-04-27,2024,2,4,April    ,Apr,27,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-28,2024-04-28,2024,2,4,April    ,Apr,28,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-04-29,2024-04-29,2024,2,4,April    ,Apr,29,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-04-30,2024-04-30,2024,2,4,April    ,Apr,30,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-01,2024-05-01,2024,2,5,May      ,May,1,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-02,2024-05-02,2024,2,5,May      ,May,2,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-03,2024-05-03,2024,2,5,May      ,May,3,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-04,2024-05-04,2024,2,5,May      ,May,4,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-05,2024-05-05,2024,2,5,May      ,May,5,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-06,2024-05-06,2024,2,5,May      ,May,6,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-07,2024-05-07,2024,2,5,May      ,May,7,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-08,2024-05-08,2024,2,5,May      ,May,8,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-09,2024-05-09,2024,2,5,May      ,May,9,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-10,2024-05-10,2024,2,5,May      ,May,10,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-11,2024-05-11,2024,2,5,May      ,May,11,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-12,2024-05-12,2024,2,5,May      ,May,12,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-13,2024-05-13,2024,2,5,May      ,May,13,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-14,2024-05-14,2024,2,5,May      ,May,14,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-15,2024-05-15,2024,2,5,May      ,May,15,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-16,2024-05-16,2024,2,5,May      ,May,16,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-17,2024-05-17,2024,2,5,May      ,May,17,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-18,2024-05-18,2024,2,5,May      ,May,18,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-19,2024-05-19,2024,2,5,May      ,May,19,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-20,2024-05-20,2024,2,5,May      ,May,20,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-21,2024-05-21,2024,2,5,May      ,May,21,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-22,2024-05-22,2024,2,5,May      ,May,22,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-23,2024-05-23,2024,2,5,May      ,May,23,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-24,2024-05-24,2024,2,5,May      ,May,24,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-25,2024-05-25,2024,2,5,May      ,May,25,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-26,2024-05-26,2024,2,5,May      ,May,26,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-05-27,2024-05-27,2024,2,5,May      ,May,27,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-28,2024-05-28,2024,2,5,May      ,May,28,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-29,2024-05-29,2024,2,5,May      ,May,29,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-30,2024-05-30,2024,2,5,May      ,May,30,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-05-31,2024-05-31,2024,2,5,May      ,May,31,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-01,2024-06-01,2024,2,6,June     ,Jun,1,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-02,2024-06-02,2024,2,6,June     ,Jun,2,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-03,2024-06-03,2024,2,6,June     ,Jun,3,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-04,2024-06-04,2024,2,6,June     ,Jun,4,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-05,2024-06-05,2024,2,6,June     ,Jun,5,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-06,2024-06-06,2024,2,6,June     ,Jun,6,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-07,2024-06-07,2024,2,6,June     ,Jun,7,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-08,2024-06-08,2024,2,6,June     ,Jun,8,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-09,2024-06-09,2024,2,6,June     ,Jun,9,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-10,2024-06-10,2024,2,6,June     ,Jun,10,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-11,2024-06-11,2024,2,6,June     ,Jun,11,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-12,2024-06-12,2024,2,6,June     ,Jun,12,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-13,2024-06-13,2024,2,6,June     ,Jun,13,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-14,2024-06-14,2024,2,6,June     ,Jun,14,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-15,2024-06-15,2024,2,6,June     ,Jun,15,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-16,2024-06-16,2024,2,6,June     ,Jun,16,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-17,2024-06-17,2024,2,6,June     ,Jun,17,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-18,2024-06-18,2024,2,6,June     ,Jun,18,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-19,2024-06-19,2024,2,6,June     ,Jun,19,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-20,2024-06-20,2024,2,6,June     ,Jun,20,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-21,2024-06-21,2024,2,6,June     ,Jun,21,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-22,2024-06-22,2024,2,6,June     ,Jun,22,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-23,2024-06-23,2024,2,6,June     ,Jun,23,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-24,2024-06-24,2024,2,6,June     ,Jun,24,1,Monday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-25,2024-06-25,2024,2,6,June     ,Jun,25,2,Tuesday  ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-26,2024-06-26,2024,2,6,June     ,Jun,26,3,Wednesday,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-27,2024-06-27,2024,2,6,June     ,Jun,27,4,Thursday ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-28,2024-06-28,2024,2,6,June     ,Jun,28,5,Friday   ,false,Q2,2025-12-21 17:55:00.587726+01
2024-06-29,2024-06-29,2024,2,6,June     ,Jun,29,6,Saturday ,true,Q2,2025-12-21 17:55:00.587726+01
2024-06-30,2024-06-30,2024,2,6,June     ,Jun,30,0,Sunday   ,true,Q2,2025-12-21 17:55:00.587726+01
2024-07-01,2024-07-01,2024,3,7,July     ,Jul,1,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-02,2024-07-02,2024,3,7,July     ,Jul,2,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-03,2024-07-03,2024,3,7,July     ,Jul,3,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-04,2024-07-04,2024,3,7,July     ,Jul,4,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-05,2024-07-05,2024,3,7,July     ,Jul,5,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-06,2024-07-06,2024,3,7,July     ,Jul,6,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-07,2024-07-07,2024,3,7,July     ,Jul,7,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-08,2024-07-08,2024,3,7,July     ,Jul,8,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-09,2024-07-09,2024,3,7,July     ,Jul,9,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-10,2024-07-10,2024,3,7,July     ,Jul,10,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-11,2024-07-11,2024,3,7,July     ,Jul,11,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-12,2024-07-12,2024,3,7,July     ,Jul,12,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-13,2024-07-13,2024,3,7,July     ,Jul,13,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-14,2024-07-14,2024,3,7,July     ,Jul,14,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-15,2024-07-15,2024,3,7,July     ,Jul,15,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-16,2024-07-16,2024,3,7,July     ,Jul,16,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-17,2024-07-17,2024,3,7,July     ,Jul,17,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-18,2024-07-18,2024,3,7,July     ,Jul,18,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-19,2024-07-19,2024,3,7,July     ,Jul,19,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-20,2024-07-20,2024,3,7,July     ,Jul,20,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-21,2024-07-21,2024,3,7,July     ,Jul,21,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-22,2024-07-22,2024,3,7,July     ,Jul,22,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-23,2024-07-23,2024,3,7,July     ,Jul,23,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-24,2024-07-24,2024,3,7,July     ,Jul,24,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-25,2024-07-25,2024,3,7,July     ,Jul,25,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-26,2024-07-26,2024,3,7,July     ,Jul,26,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-27,2024-07-27,2024,3,7,July     ,Jul,27,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-28,2024-07-28,2024,3,7,July     ,Jul,28,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-07-29,2024-07-29,2024,3,7,July     ,Jul,29,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-30,2024-07-30,2024,3,7,July     ,Jul,30,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-07-31,2024-07-31,2024,3,7,July     ,Jul,31,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-01,2024-08-01,2024,3,8,August   ,Aug,1,4,Thursday ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-02,2024-08-02,2024,3,8,August   ,Aug,2,5,Friday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-03,2024-08-03,2024,3,8,August   ,Aug,3,6,Saturday ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-04,2024-08-04,2024,3,8,August   ,Aug,4,0,Sunday   ,true,Q3,2025-12-21 17:55:00.587726+01
2024-08-05,2024-08-05,2024,3,8,August   ,Aug,5,1,Monday   ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-06,2024-08-06,2024,3,8,August   ,Aug,6,2,Tuesday  ,false,Q3,2025-12-21 17:55:00.587726+01
2024-08-07,2024-08-07,2024,3,8,August   ,Aug,7,3,Wednesday,false,Q3,2025-12-21 17:55:00.587726+01
